STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
1010,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1010,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1010,119.5,Côte de Greetland,0,1.6,6.7,3
1010,143.5,Côte de Holme Moss,0,4.7,7,2
1010,167,Côte de Midhopestones,0,2.5,6.1,3
1010,175,Côte de Bradfield,0,1,7.4,4
1010,182,Côte d'Oughtibridge,0,1.5,9.1,3
1010,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1012,34,Côte de Campagnette,0,1,6.5,4
1012,117.5,Mont Noir,0,1.3,5.7,4
1014,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1014,157,Côte de Roucy,0,1.5,6.2,4
1015,217.5,Côte de Maron,0,3.2,5,4
1015,229,Côte de Boufflers,0,1.3,7.9,4
1016,142,Col de la Croix des Moinats,891,7.6,6,2
1016,150,Col de Grosse Pierre,901,3,7.5,2
1016,161,Côte de La Mauselaine,0,1.8,10.3,3
1017,11.5,Col de la Schlucht,1140,8.6,4.5,2
1017,41,Col du Wettstein,0,7.7,4.1,3
1017,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1017,86,Côte de Gueberschwihr,559,4.1,7.9,2
1017,120,Le Markstein,1183,10.8,5.4,1
1017,127,Grand Ballon,0,1.4,8.6,3
1018,30.5,Col du Firstplan,722,8.3,5.4,2
1018,54.5,Petit Ballon,1163,9.3,8.1,1
1018,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1018,103.5,Col d'Oderen,884,6.7,6.1,2
1018,125.5,Col des Croix,0,3.2,6.2,3
1018,143.5,Col des Chevrères,914,3.5,9.5,1
1018,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1019,141,Côte de Rogna,0,7.6,4.9,3
1019,148.5,Côte de Choux,0,1.7,6.5,3
1019,152.5,Côte de Désertin,0,3.1,5.2,4
1019,168,Côte d'Échallon,0,3,6.6,3
1020,58.5,Col de Brouilly,0,1.7,5.1,4
1020,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1020,138,Col des Brosses,0,15.3,3.3,3
1020,164,Côte de Grammond,0,9.8,2.9,4
1021,24,Col de la Croix de Montvieux,0,8,4.1,3
1021,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1021,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1022,82,Col du Lautaret,2058,34,3.9,1
1022,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1022,177,Montée de Risoul,1855,12.6,6.9,1
1024,25,Côte de Fanjeaux,0,2.4,4.9,4
1024,71.5,Côte de Pamiers,0,2.5,5.4,4
1024,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1024,176.5,Col des Ares,0,6,5.2,3
1024,216,Port de Balès,1755,11.7,7.7,H
1025,57.5,Col du Portillon,1292,8.3,7.1,1
1025,82,Col de Peyresourde,1569,13.2,7,1
1025,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1025,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1026,28,Côte de Bénéjacq,0,2.6,6.7,3
1026,56,Côte de Loucrup,0,2,7,3
1026,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1026,145.5,Montée du Hautacam,1520,13.6,7.8,H
1027,195.5,Côte de Monbazillac,0,1.3,7.6,4
1029,31,Côte de Briis-sous-Forges,0,0,0,4
1030,68,Côte de Cray,0,1.6,7.1,4
1030,103.5,Côte de Buttertubs,0,4.5,6.8,3
1030,129.5,Côte de Griton Moor,0,3,6.6,3
1031,47,Côte de Blubberhouses,0,1.8,6.1,4
1031,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1031,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1031,119.5,Côte de Greetland,0,1.6,6.7,3
1031,143.5,Côte de Holme Moss,0,4.7,7,2
1031,167,Côte de Midhopestones,0,2.5,6.1,3
1031,175,Côte de Bradfield,0,1,7.4,4
1031,182,Côte d'Oughtibridge,0,1.5,9.1,3
1031,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1033,34,Côte de Campagnette,0,1,6.5,4
1033,117.5,Mont Noir,0,1.3,5.7,4
1035,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1035,157,Côte de Roucy,0,1.5,6.2,4
1036,217.5,Côte de Maron,0,3.2,5,4
1036,229,Côte de Boufflers,0,1.3,7.9,4
1037,142,Col de la Croix des Moinats,891,7.6,6,2
1037,150,Col de Grosse Pierre,901,3,7.5,2
1037,161,Côte de La Mauselaine,0,1.8,10.3,3
1038,11.5,Col de la Schlucht,1140,8.6,4.5,2
1038,41,Col du Wettstein,0,7.7,4.1,3
1038,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1038,86,Côte de Gueberschwihr,559,4.1,7.9,2
1038,120,Le Markstein,1183,10.8,5.4,1
1038,127,Grand Ballon,0,1.4,8.6,3
1039,30.5,Col du Firstplan,722,8.3,5.4,2
1039,54.5,Petit Ballon,1163,9.3,8.1,1
1039,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1039,103.5,Col d'Oderen,884,6.7,6.1,2
1039,125.5,Col des Croix,0,3.2,6.2,3
1039,143.5,Col des Chevrères,914,3.5,9.5,1
1039,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1040,141,Côte de Rogna,0,7.6,4.9,3
1040,148.5,Côte de Choux,0,1.7,6.5,3
1040,152.5,Côte de Désertin,0,3.1,5.2,4
1040,168,Côte d'Échallon,0,3,6.6,3
1041,58.5,Col de Brouilly,0,1.7,5.1,4
1041,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1041,138,Col des Brosses,0,15.3,3.3,3
1041,164,Côte de Grammond,0,9.8,2.9,4
1042,24,Col de la Croix de Montvieux,0,8,4.1,3
1042,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1042,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1043,82,Col du Lautaret,2058,34,3.9,1
1043,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1043,177,Montée de Risoul,1855,12.6,6.9,1
1045,25,Côte de Fanjeaux,0,2.4,4.9,4
1045,71.5,Côte de Pamiers,0,2.5,5.4,4
1045,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1045,176.5,Col des Ares,0,6,5.2,3
1045,216,Port de Balès,1755,11.7,7.7,H
1046,57.5,Col du Portillon,1292,8.3,7.1,1
1046,82,Col de Peyresourde,1569,13.2,7,1
1046,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1046,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1047,28,Côte de Bénéjacq,0,2.6,6.7,3
1047,56,Côte de Loucrup,0,2,7,3
1047,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1047,145.5,Montée du Hautacam,1520,13.6,7.8,H
1048,195.5,Côte de Monbazillac,0,1.3,7.6,4
1050,31,Côte de Briis-sous-Forges,0,0,0,4
1051,68,Côte de Cray,0,1.6,7.1,4
1051,103.5,Côte de Buttertubs,0,4.5,6.8,3
1051,129.5,Côte de Griton Moor,0,3,6.6,3
1052,47,Côte de Blubberhouses,0,1.8,6.1,4
1052,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1052,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1052,119.5,Côte de Greetland,0,1.6,6.7,3
1052,143.5,Côte de Holme Moss,0,4.7,7,2
1052,167,Côte de Midhopestones,0,2.5,6.1,3
1052,175,Côte de Bradfield,0,1,7.4,4
1052,182,Côte d'Oughtibridge,0,1.5,9.1,3
1052,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1054,34,Côte de Campagnette,0,1,6.5,4
1054,117.5,Mont Noir,0,1.3,5.7,4
1056,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1056,157,Côte de Roucy,0,1.5,6.2,4
1057,217.5,Côte de Maron,0,3.2,5,4
1057,229,Côte de Boufflers,0,1.3,7.9,4
1058,142,Col de la Croix des Moinats,891,7.6,6,2
1058,150,Col de Grosse Pierre,901,3,7.5,2
1058,161,Côte de La Mauselaine,0,1.8,10.3,3
1059,11.5,Col de la Schlucht,1140,8.6,4.5,2
1059,41,Col du Wettstein,0,7.7,4.1,3
1059,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1059,86,Côte de Gueberschwihr,559,4.1,7.9,2
1059,120,Le Markstein,1183,10.8,5.4,1
1059,127,Grand Ballon,0,1.4,8.6,3
1060,30.5,Col du Firstplan,722,8.3,5.4,2
1060,54.5,Petit Ballon,1163,9.3,8.1,1
1060,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1060,103.5,Col d'Oderen,884,6.7,6.1,2
1060,125.5,Col des Croix,0,3.2,6.2,3
1060,143.5,Col des Chevrères,914,3.5,9.5,1
1060,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1061,141,Côte de Rogna,0,7.6,4.9,3
1061,148.5,Côte de Choux,0,1.7,6.5,3
1061,152.5,Côte de Désertin,0,3.1,5.2,4
1061,168,Côte d'Échallon,0,3,6.6,3
1062,58.5,Col de Brouilly,0,1.7,5.1,4
1062,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1062,138,Col des Brosses,0,15.3,3.3,3
1062,164,Côte de Grammond,0,9.8,2.9,4
1063,24,Col de la Croix de Montvieux,0,8,4.1,3
1063,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1063,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1064,82,Col du Lautaret,2058,34,3.9,1
1064,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1064,177,Montée de Risoul,1855,12.6,6.9,1
1066,25,Côte de Fanjeaux,0,2.4,4.9,4
1066,71.5,Côte de Pamiers,0,2.5,5.4,4
1066,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1066,176.5,Col des Ares,0,6,5.2,3
1066,216,Port de Balès,1755,11.7,7.7,H
1067,57.5,Col du Portillon,1292,8.3,7.1,1
1067,82,Col de Peyresourde,1569,13.2,7,1
1067,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1067,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1068,28,Côte de Bénéjacq,0,2.6,6.7,3
1068,56,Côte de Loucrup,0,2,7,3
1068,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1068,145.5,Montée du Hautacam,1520,13.6,7.8,H
1069,195.5,Côte de Monbazillac,0,1.3,7.6,4
1071,31,Côte de Briis-sous-Forges,0,0,0,4
1072,68,Côte de Cray,0,1.6,7.1,4
1072,103.5,Côte de Buttertubs,0,4.5,6.8,3
1072,129.5,Côte de Griton Moor,0,3,6.6,3
1073,47,Côte de Blubberhouses,0,1.8,6.1,4
1073,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1073,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1073,119.5,Côte de Greetland,0,1.6,6.7,3
1073,143.5,Côte de Holme Moss,0,4.7,7,2
1073,167,Côte de Midhopestones,0,2.5,6.1,3
1073,175,Côte de Bradfield,0,1,7.4,4
1073,182,Côte d'Oughtibridge,0,1.5,9.1,3
1073,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1075,34,Côte de Campagnette,0,1,6.5,4
1075,117.5,Mont Noir,0,1.3,5.7,4
1077,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1077,157,Côte de Roucy,0,1.5,6.2,4
1078,217.5,Côte de Maron,0,3.2,5,4
1078,229,Côte de Boufflers,0,1.3,7.9,4
1079,142,Col de la Croix des Moinats,891,7.6,6,2
1079,150,Col de Grosse Pierre,901,3,7.5,2
1079,161,Côte de La Mauselaine,0,1.8,10.3,3
1080,11.5,Col de la Schlucht,1140,8.6,4.5,2
1080,41,Col du Wettstein,0,7.7,4.1,3
1080,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1080,86,Côte de Gueberschwihr,559,4.1,7.9,2
1080,120,Le Markstein,1183,10.8,5.4,1
1080,127,Grand Ballon,0,1.4,8.6,3
1081,30.5,Col du Firstplan,722,8.3,5.4,2
1081,54.5,Petit Ballon,1163,9.3,8.1,1
1081,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1081,103.5,Col d'Oderen,884,6.7,6.1,2
1081,125.5,Col des Croix,0,3.2,6.2,3
1081,143.5,Col des Chevrères,914,3.5,9.5,1
1081,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1082,141,Côte de Rogna,0,7.6,4.9,3
1082,148.5,Côte de Choux,0,1.7,6.5,3
1082,152.5,Côte de Désertin,0,3.1,5.2,4
1082,168,Côte d'Échallon,0,3,6.6,3
1083,58.5,Col de Brouilly,0,1.7,5.1,4
1083,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1083,138,Col des Brosses,0,15.3,3.3,3
1083,164,Côte de Grammond,0,9.8,2.9,4
1084,24,Col de la Croix de Montvieux,0,8,4.1,3
1084,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1084,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1085,82,Col du Lautaret,2058,34,3.9,1
1085,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1085,177,Montée de Risoul,1855,12.6,6.9,1
1087,25,Côte de Fanjeaux,0,2.4,4.9,4
1087,71.5,Côte de Pamiers,0,2.5,5.4,4
1087,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1087,176.5,Col des Ares,0,6,5.2,3
1087,216,Port de Balès,1755,11.7,7.7,H
1088,57.5,Col du Portillon,1292,8.3,7.1,1
1088,82,Col de Peyresourde,1569,13.2,7,1
1088,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1088,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1089,28,Côte de Bénéjacq,0,2.6,6.7,3
1089,56,Côte de Loucrup,0,2,7,3
1089,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1089,145.5,Montée du Hautacam,1520,13.6,7.8,H
1090,195.5,Côte de Monbazillac,0,1.3,7.6,4
1092,31,Côte de Briis-sous-Forges,0,0,0,4
1093,68,Côte de Cray,0,1.6,7.1,4
1093,103.5,Côte de Buttertubs,0,4.5,6.8,3
1093,129.5,Côte de Griton Moor,0,3,6.6,3
1094,47,Côte de Blubberhouses,0,1.8,6.1,4
1094,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1094,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1094,119.5,Côte de Greetland,0,1.6,6.7,3
1094,143.5,Côte de Holme Moss,0,4.7,7,2
1094,167,Côte de Midhopestones,0,2.5,6.1,3
1094,175,Côte de Bradfield,0,1,7.4,4
1094,182,Côte d'Oughtibridge,0,1.5,9.1,3
1094,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1096,34,Côte de Campagnette,0,1,6.5,4
1096,117.5,Mont Noir,0,1.3,5.7,4
1098,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1098,157,Côte de Roucy,0,1.5,6.2,4
1099,217.5,Côte de Maron,0,3.2,5,4
1099,229,Côte de Boufflers,0,1.3,7.9,4
1100,142,Col de la Croix des Moinats,891,7.6,6,2
1100,150,Col de Grosse Pierre,901,3,7.5,2
1100,161,Côte de La Mauselaine,0,1.8,10.3,3
1101,11.5,Col de la Schlucht,1140,8.6,4.5,2
1101,41,Col du Wettstein,0,7.7,4.1,3
1101,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1101,86,Côte de Gueberschwihr,559,4.1,7.9,2
1101,120,Le Markstein,1183,10.8,5.4,1
1101,127,Grand Ballon,0,1.4,8.6,3
1102,30.5,Col du Firstplan,722,8.3,5.4,2
1102,54.5,Petit Ballon,1163,9.3,8.1,1
1102,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1102,103.5,Col d'Oderen,884,6.7,6.1,2
1102,125.5,Col des Croix,0,3.2,6.2,3
1102,143.5,Col des Chevrères,914,3.5,9.5,1
1102,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1103,141,Côte de Rogna,0,7.6,4.9,3
1103,148.5,Côte de Choux,0,1.7,6.5,3
1103,152.5,Côte de Désertin,0,3.1,5.2,4
1103,168,Côte d'Échallon,0,3,6.6,3
1104,58.5,Col de Brouilly,0,1.7,5.1,4
1104,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1104,138,Col des Brosses,0,15.3,3.3,3
1104,164,Côte de Grammond,0,9.8,2.9,4
1105,24,Col de la Croix de Montvieux,0,8,4.1,3
1105,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1105,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1106,82,Col du Lautaret,2058,34,3.9,1
1106,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1106,177,Montée de Risoul,1855,12.6,6.9,1
1108,25,Côte de Fanjeaux,0,2.4,4.9,4
1108,71.5,Côte de Pamiers,0,2.5,5.4,4
1108,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1108,176.5,Col des Ares,0,6,5.2,3
1108,216,Port de Balès,1755,11.7,7.7,H
1109,57.5,Col du Portillon,1292,8.3,7.1,1
1109,82,Col de Peyresourde,1569,13.2,7,1
1109,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1109,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1110,28,Côte de Bénéjacq,0,2.6,6.7,3
1110,56,Côte de Loucrup,0,2,7,3
1110,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1110,145.5,Montée du Hautacam,1520,13.6,7.8,H
1111,195.5,Côte de Monbazillac,0,1.3,7.6,4
1113,31,Côte de Briis-sous-Forges,0,0,0,4
1114,68,Côte de Cray,0,1.6,7.1,4
1114,103.5,Côte de Buttertubs,0,4.5,6.8,3
1114,129.5,Côte de Griton Moor,0,3,6.6,3
1115,47,Côte de Blubberhouses,0,1.8,6.1,4
1115,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1115,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1115,119.5,Côte de Greetland,0,1.6,6.7,3
1115,143.5,Côte de Holme Moss,0,4.7,7,2
1115,167,Côte de Midhopestones,0,2.5,6.1,3
1115,175,Côte de Bradfield,0,1,7.4,4
1115,182,Côte d'Oughtibridge,0,1.5,9.1,3
1115,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1117,34,Côte de Campagnette,0,1,6.5,4
1117,117.5,Mont Noir,0,1.3,5.7,4
1119,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1119,157,Côte de Roucy,0,1.5,6.2,4
1120,217.5,Côte de Maron,0,3.2,5,4
1120,229,Côte de Boufflers,0,1.3,7.9,4
1121,142,Col de la Croix des Moinats,891,7.6,6,2
1121,150,Col de Grosse Pierre,901,3,7.5,2
1121,161,Côte de La Mauselaine,0,1.8,10.3,3
1122,11.5,Col de la Schlucht,1140,8.6,4.5,2
1122,41,Col du Wettstein,0,7.7,4.1,3
1122,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1122,86,Côte de Gueberschwihr,559,4.1,7.9,2
1122,120,Le Markstein,1183,10.8,5.4,1
1122,127,Grand Ballon,0,1.4,8.6,3
1123,30.5,Col du Firstplan,722,8.3,5.4,2
1123,54.5,Petit Ballon,1163,9.3,8.1,1
1123,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1123,103.5,Col d'Oderen,884,6.7,6.1,2
1123,125.5,Col des Croix,0,3.2,6.2,3
1123,143.5,Col des Chevrères,914,3.5,9.5,1
1123,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1124,141,Côte de Rogna,0,7.6,4.9,3
1124,148.5,Côte de Choux,0,1.7,6.5,3
1124,152.5,Côte de Désertin,0,3.1,5.2,4
1124,168,Côte d'Échallon,0,3,6.6,3
1125,58.5,Col de Brouilly,0,1.7,5.1,4
1125,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1125,138,Col des Brosses,0,15.3,3.3,3
1125,164,Côte de Grammond,0,9.8,2.9,4
1126,24,Col de la Croix de Montvieux,0,8,4.1,3
1126,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1126,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1127,82,Col du Lautaret,2058,34,3.9,1
1127,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1127,177,Montée de Risoul,1855,12.6,6.9,1
1129,25,Côte de Fanjeaux,0,2.4,4.9,4
1129,71.5,Côte de Pamiers,0,2.5,5.4,4
1129,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1129,176.5,Col des Ares,0,6,5.2,3
1129,216,Port de Balès,1755,11.7,7.7,H
1130,57.5,Col du Portillon,1292,8.3,7.1,1
1130,82,Col de Peyresourde,1569,13.2,7,1
1130,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1130,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1131,28,Côte de Bénéjacq,0,2.6,6.7,3
1131,56,Côte de Loucrup,0,2,7,3
1131,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1131,145.5,Montée du Hautacam,1520,13.6,7.8,H
1132,195.5,Côte de Monbazillac,0,1.3,7.6,4
1134,31,Côte de Briis-sous-Forges,0,0,0,4
1135,68,Côte de Cray,0,1.6,7.1,4
1135,103.5,Côte de Buttertubs,0,4.5,6.8,3
1135,129.5,Côte de Griton Moor,0,3,6.6,3
1136,47,Côte de Blubberhouses,0,1.8,6.1,4
1136,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1136,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1136,119.5,Côte de Greetland,0,1.6,6.7,3
1136,143.5,Côte de Holme Moss,0,4.7,7,2
1136,167,Côte de Midhopestones,0,2.5,6.1,3
1136,175,Côte de Bradfield,0,1,7.4,4
1136,182,Côte d'Oughtibridge,0,1.5,9.1,3
1136,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1138,34,Côte de Campagnette,0,1,6.5,4
1138,117.5,Mont Noir,0,1.3,5.7,4
1140,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1140,157,Côte de Roucy,0,1.5,6.2,4
1141,217.5,Côte de Maron,0,3.2,5,4
1141,229,Côte de Boufflers,0,1.3,7.9,4
1142,142,Col de la Croix des Moinats,891,7.6,6,2
1142,150,Col de Grosse Pierre,901,3,7.5,2
1142,161,Côte de La Mauselaine,0,1.8,10.3,3
1143,11.5,Col de la Schlucht,1140,8.6,4.5,2
1143,41,Col du Wettstein,0,7.7,4.1,3
1143,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1143,86,Côte de Gueberschwihr,559,4.1,7.9,2
1143,120,Le Markstein,1183,10.8,5.4,1
1143,127,Grand Ballon,0,1.4,8.6,3
1144,30.5,Col du Firstplan,722,8.3,5.4,2
1144,54.5,Petit Ballon,1163,9.3,8.1,1
1144,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1144,103.5,Col d'Oderen,884,6.7,6.1,2
1144,125.5,Col des Croix,0,3.2,6.2,3
1144,143.5,Col des Chevrères,914,3.5,9.5,1
1144,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1145,141,Côte de Rogna,0,7.6,4.9,3
1145,148.5,Côte de Choux,0,1.7,6.5,3
1145,152.5,Côte de Désertin,0,3.1,5.2,4
1145,168,Côte d'Échallon,0,3,6.6,3
1146,58.5,Col de Brouilly,0,1.7,5.1,4
1146,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1146,138,Col des Brosses,0,15.3,3.3,3
1146,164,Côte de Grammond,0,9.8,2.9,4
1147,24,Col de la Croix de Montvieux,0,8,4.1,3
1147,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1147,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1148,82,Col du Lautaret,2058,34,3.9,1
1148,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1148,177,Montée de Risoul,1855,12.6,6.9,1
1150,25,Côte de Fanjeaux,0,2.4,4.9,4
1150,71.5,Côte de Pamiers,0,2.5,5.4,4
1150,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1150,176.5,Col des Ares,0,6,5.2,3
1150,216,Port de Balès,1755,11.7,7.7,H
1151,57.5,Col du Portillon,1292,8.3,7.1,1
1151,82,Col de Peyresourde,1569,13.2,7,1
1151,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1151,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1152,28,Côte de Bénéjacq,0,2.6,6.7,3
1152,56,Côte de Loucrup,0,2,7,3
1152,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1152,145.5,Montée du Hautacam,1520,13.6,7.8,H
1153,195.5,Côte de Monbazillac,0,1.3,7.6,4
1155,31,Côte de Briis-sous-Forges,0,0,0,4
1156,68,Côte de Cray,0,1.6,7.1,4
1156,103.5,Côte de Buttertubs,0,4.5,6.8,3
1156,129.5,Côte de Griton Moor,0,3,6.6,3
1157,47,Côte de Blubberhouses,0,1.8,6.1,4
1157,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1157,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1157,119.5,Côte de Greetland,0,1.6,6.7,3
1157,143.5,Côte de Holme Moss,0,4.7,7,2
1157,167,Côte de Midhopestones,0,2.5,6.1,3
1157,175,Côte de Bradfield,0,1,7.4,4
1157,182,Côte d'Oughtibridge,0,1.5,9.1,3
1157,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1159,34,Côte de Campagnette,0,1,6.5,4
1159,117.5,Mont Noir,0,1.3,5.7,4
1161,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1161,157,Côte de Roucy,0,1.5,6.2,4
1162,217.5,Côte de Maron,0,3.2,5,4
1162,229,Côte de Boufflers,0,1.3,7.9,4
1163,142,Col de la Croix des Moinats,891,7.6,6,2
1163,150,Col de Grosse Pierre,901,3,7.5,2
1163,161,Côte de La Mauselaine,0,1.8,10.3,3
1164,11.5,Col de la Schlucht,1140,8.6,4.5,2
1164,41,Col du Wettstein,0,7.7,4.1,3
1164,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1164,86,Côte de Gueberschwihr,559,4.1,7.9,2
1164,120,Le Markstein,1183,10.8,5.4,1
1164,127,Grand Ballon,0,1.4,8.6,3
1165,30.5,Col du Firstplan,722,8.3,5.4,2
1165,54.5,Petit Ballon,1163,9.3,8.1,1
1165,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1165,103.5,Col d'Oderen,884,6.7,6.1,2
1165,125.5,Col des Croix,0,3.2,6.2,3
1165,143.5,Col des Chevrères,914,3.5,9.5,1
1165,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1166,141,Côte de Rogna,0,7.6,4.9,3
1166,148.5,Côte de Choux,0,1.7,6.5,3
1166,152.5,Côte de Désertin,0,3.1,5.2,4
1166,168,Côte d'Échallon,0,3,6.6,3
1167,58.5,Col de Brouilly,0,1.7,5.1,4
1167,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1167,138,Col des Brosses,0,15.3,3.3,3
1167,164,Côte de Grammond,0,9.8,2.9,4
1168,24,Col de la Croix de Montvieux,0,8,4.1,3
1168,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1168,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1169,82,Col du Lautaret,2058,34,3.9,1
